20200501 074000,1.09777,1.09785,1.09776,1.09782,0
20200501 074100,1.09781,1.09787,1.09773,1.09785,0
20200501 074200,1.09788,1.09799,1.0978,1.09796,0
20200501 074300,1.09795,1.098,1.09776,1.09776,0
20200501 074400,1.09777,1.09789,1.09775,1.09784,0
20200501 074500,1.09784,1.09786,1.09768,1.09779,0
20200501 074600,1.09781,1.09793,1.09779,1.09784,0
20200501 074700,1.09783,1.09783,1.09769,1.09779,0
20200501 074800,1.09782,1.09793,1.09775,1.09775,0
20200501 074900,1.09776,1.0978,1.09763,1.09771,0
20200501 075000,1.09771,1.09783,1.09766,1.09772,0
20200501 075100,1.09771,1.09771,1.09754,1.09754,0
20200501 075200,1.09754,1.09754,1.09735,1.09739,0
20200501 075300,1.0974,1.09758,1.09735,1.09739,0
20200501 075400,1.09739,1.09743,1.09722,1.09738,0
20200501 075500,1.09737,1.09737,1.09725,1.09731,0
20200501 075600,1.09731,1.09745,1.09726,1.09739,0
20200501 075700,1.09738,1.09739,1.09708,1.09708,0
20200501 075800,1.09708,1.09726,1.09707,1.09725,0
20200501 075900,1.09724,1.09732,1.0972,1.09729,0
20200501 080000,1.09731,1.09746,1.09731,1.09745,0
20200501 080100,1.09744,1.09752,1.09737,1.09748,0
20200501 080200,1.09748,1.09782,1.09746,1.09776,0
